sample_id,time,N,13CO2,12CO2,signal_length,mod_mean,mod_std,mod_max,phase_sin_mean,phase_cos_mean,phase_wrap_jumps,modulus_identity_relative_mae,phase_xy_circular_mae_radians,P_med,P_cons,F_med,F_cons,Temp
13:24:02/scan-010,13:24:02,10,1.649487,147.483847,200000,0.0016789712801740587,0.000831752863486893,0.0047215512607920685,-0.20532296949478662,-0.5846926033555014,31,6.902214077822299e-07,0.0017120160008304642,0.8999727817093087,0.8999727817093087,109.0,1000.0,30.3
13:24:02/scan-011,13:24:02,11,1.649487,147.483847,200000,0.001672346489561985,0.0008402740564806163,0.004882353534844379,-0.19509977538056242,-0.612883154931749,42,8.440016193793813e-07,0.002151035955734943,0.8999727817093087,0.8999727817093087,110.0,1000.0,30.3
13:24:02/scan-012,13:24:02,12,1.649487,147.483847,200000,0.001674238087078141,0.0008326798360703671,0.004890978566601528,-0.202625886613248,-0.5745826521501213,43,1.4920356780299258e-06,0.0019516209872306456,0.8999727817093087,0.8999727817093087,109.0,1000.0,30.3
13:24:02/scan-013,13:24:02,13,1.649487,147.483847,200000,0.0016959134644835712,0.0008436535598278122,0.004781101090193331,-0.20459102152066913,-0.6033672311217368,30,1.411412689381277e-06,0.0016275335952470442,0.8999727817093087,0.8999727817093087,110.0,1000.0,30.3
13:24:02/scan-014,13:24:02,14,1.649487,147.483847,200000,0.0016700272678460426,0.0008400816135514821,0.004962789387383679,-0.2115702525660921,-0.5912137180669395,47,1.0076021940710758e-06,0.0022037420854437166,0.9000408274360371,0.8999727817093087,110.0,1000.0,30.3
13:24:02/scan-015,13:24:02,15,1.649487,147.483847,200000,0.0016959677611819,0.0008344817962921327,0.004803265920157708,-0.2069195456220059,-0.5951718118707326,26,8.154188735026394e-07,0.0015652235301597233,0.8999727817093087,0.8999727817093087,110.0,1000.0,30.3
13:24:02/scan-016,13:24:02,16,1.649487,147.483847,200000,0.001653721535278554,0.0008323810816760049,0.004850218453370534,-0.21666639976382732,-0.5937675690589885,35,8.859796667516002e-07,0.001501146771424882,0.8999727817093087,0.8999727817093087,111.0,1000.0,30.3
13:24:02/scan-017,13:24:02,17,1.649487,147.483847,200000,0.001657305787449635,0.0008010533611827447,0.0046243650808887055,-0.19692616619959352,-0.5807344379110173,40,2.549180622643398e-06,0.0017368548067661427,0.8999727817093087,0.8999727817093087,110.0,1000.0,30.3
13:24:02/scan-018,13:24:02,18,1.649487,147.483847,200000,0.001652900760949791,0.0008073045490198776,0.004669104033929706,-0.2007374319752326,-0.592598639119386,32,7.588313408802577e-07,0.001513184460095431,0.9000408274360371,0.8999727817093087,110.0,1000.0,30.3
13:24:02/scan-019,13:24:02,19,1.649487,147.483847,200000,0.0016343543129736344,0.0008332168169212848,0.004969911013666636,-0.20690956589104165,-0.5929381977681799,27,8.919875513894307e-07,0.0011926381383194737,0.9000408274360371,0.8999727817093087,110.0,1000.0,30.3
13:33:30/scan-000,13:33:30,0,2.061858,184.354808,200000,0.0016784123212960566,0.0008112402096526435,0.0048054377404740285,-0.21513358650554473,-0.5958868442878519,31,1.2791713766666332e-06,0.0012666366838687323,0.9000408274360371,0.8999727817093087,110.0,1000.0,30.3
13:33:30/scan-001,13:33:30,1,2.061858,184.354808,200000,0.0017063383935495625,0.0008151136831333404,0.004832844536568235,-0.22392213333084088,-0.5867395218526577,39,8.739332987720791e-07,0.002032699530705593,0.8999727817093087,0.8999727817093087,110.0,1000.0,30.3
13:33:30/scan-002,13:33:30,2,2.061858,184.354808,200000,0.0018073451746012529,0.0009384813291295106,0.005427174718338164,-0.212389762674965,-0.5717382711621097,25,8.818337914132689e-07,0.001593433442350233,0.9000408274360371,0.8999727817093087,110.0,1000.0,30.3
13:33:30/scan-003,13:33:30,3,2.061858,184.354808,200000,0.001882050433274511,0.0009954061284460167,0.005650217487876218,-0.20753892929842124,-0.5471667361308025,30,7.838015975285701e-07,0.0009983848914539195,0.8999727817093087,0.8999727817093087,110.0,1000.0,30.3
13:33:30/scan-004,13:33:30,4,2.061858,184.354808,200000,0.0018521760855264348,0.0009843787896417007,0.005432886664133673,-0.22692982502503706,-0.5373950207630243,35,8.191853240812228e-07,0.0014634870140185206,0.8999727817093087,0.8999727817093087,110.0,1000.0,30.3
13:33:30/scan-005,13:33:30,5,2.061858,184.354808,200000,0.0018697232440820903,0.0010112525384826617,0.005545514781480455,-0.22848528596677264,-0.5496607423785513,29,1.0749663375184892e-06,0.0010246549288217182,0.9000408274360371,0.8999727817093087,110.0,1000.0,30.3
13:33:30/scan-006,13:33:30,6,2.061858,184.354808,200000,0.001888993566551963,0.0009803918216008153,0.0054782176084843225,-0.21167657198208445,-0.5517133938835669,27,7.425847524823684e-07,0.0014936995433281772,0.8999727817093087,0.8999727817093087,110.0,1000.0,30.3
13:33:30/scan-007,13:33:30,7,2.061858,184.354808,200000,0.001876195409493105,0.0010116532744738687,0.005573646037028108,-0.22618210225158225,-0.5437548809113225,27,9.061495716257359e-07,0.0012422155677516045,0.8999727817093087,0.8999727817093087,110.0,1000.0,30.3
13:33:30/scan-008,13:33:30,8,2.061858,184.354808,200000,0.0018810217875415017,0.0010173157376494584,0.005703358491596832,-0.2241630723678787,-0.5590986776716564,18,7.139096457893732e-07,0.0008328903964145172,0.8999727817093087,0.8999727817093087,110.0,1000.0,30.4
13:33:30/scan-009,13:33:30,9,2.061858,184.354808,200000,0.0018766065709011803,0.0009920212073761144,0.005623086559503228,-0.22110611230596824,-0.5473478806473674,24,1.2074013885506405e-06,0.0008095722243611877,0.9000408274360371,0.8999727817093087,110.0,1000.0,30.3
13:33:30/scan-010,13:33:30,10,2.061858,184.354808,200000,0.001869438239009422,0.0009883983421134085,0.005469972840896172,-0.23226230324845404,-0.5498361228594801,24,6.427594941076122e-07,0.0012180338473380382,0.9000408274360371,0.8999727817093087,110.0,1000.0,30.3
13:33:30/scan-011,13:33:30,11,2.061858,184.354808,200000,0.0018583410133377629,0.0009783848659823242,0.0055934834987122406,-0.23610161715160077,-0.5425515904508166,23,8.373188155657895e-07,0.0013094586526719077,0.9000408274360371,0.8999727817093087,110.0,1000.0,30.3
13:33:30/scan-012,13:33:30,12,2.061858,184.354808,200000,0.0018898161883463855,0.0010040478340358633,0.005693750460150529,-0.21205113995253413,-0.5363201666940909,15,7.44876970204027e-07,0.0008680148869463778,0.9000408274360371,0.8999727817093087,110.0,1000.0,30.3
13:33:30/scan-013,13:33:30,13,2.061858,184.354808,200000,0.0018927695525197334,0.0009756401221986947,0.0054876211390110135,-0.2304393876296168,-0.5432168183581579,16,6.615539268572899e-07,0.001101616409437557,0.9000408274360371,0.8999727817093087,110.0,1000.0,30.3
13:33:30/scan-014,13:33:30,14,2.061858,184.354808,200000,0.001900660454600833,0.0009908433988024198,0.005717006592897668,-0.22899989489279526,-0.5389967794661144,21,6.30526780430276e-07,0.0016020058677738496,0.9000408274360371,0.8999727817093087,110.0,1000.0,30.3
13:33:30/scan-015,13:33:30,15,2.061858,184.354808,200000,0.0018987113129733373,0.0009890706963924729,0.005591543604824766,-0.221047038159825,-0.5557693014858248,24,9.519343766853979e-07,0.0013711260198468736,0.8999727817093087,0.8999727817093087,110.0,1000.0,30.3
13:33:30/scan-016,13:33:30,16,2.061858,184.354808,200000,0.001896962346006268,0.0010003175469179219,0.005677352008031609,-0.24608299120015606,-0.5363335863819096,24,7.567980588885341e-07,0.0017118975351246588,0.8999727817093087,0.8999727817093087,110.0,1000.0,30.3
13:33:30/scan-017,13:33:30,17,2.061858,184.354808,200000,0.0019009881757581144,0.0010179222692475209,0.005818922600047689,-0.22694645531389196,-0.5389552319400385,16,7.085946051105958e-07,0.001176708991081459,0.9000408274360371,0.8999727817093087,110.0,1000.0,30.3
13:33:30/scan-018,13:33:30,18,2.061858,184.354808,200000,0.001900360396409097,0.0009676942949648566,0.005521586724077936,-0.22456847150003825,-0.5359290472550791,24,7.003387376730166e-07,0.0012388762736522748,0.8999727817093087,0.8999727817093087,110.0,1000.0,30.3
13:33:30/scan-019,13:33:30,19,2.061858,184.354808,200000,0.00188787164207171,0.0009933440006849033,0.005621704076199951,-0.2328381739104498,-0.5367455728210879,30,1.1321942457434748e-06,0.001020309153344046,0.8999727817093087,0.8999727817093087,110.0,1000.0,30.3
13:43:08/scan-000,13:43:08,0,2.47423,221.22577,200000,0.0019111038611863784,0.0009875361595244444,0.005611763128158674,-0.22097176165285587,-0.5536302652745483,20,7.168591420469696e-07,0.001443258343487521,0.9000408274360371,0.8999727817093087,110.0,1000.0,30.3
13:43:08/scan-001,13:43:08,1,2.47423,221.22577,200000,0.0018921409577731924,0.0009518486016050614,0.00541707002133605,-0.23405875177087382,-0.5368377547668318,30,6.843226244284606e-07,0.0009852883254454967,0.9000408274360371,0.8999727817093087,110.0,1000.0,30.3
13:43:08/scan-002,13:43:08,2,2.47423,221.22577,200000,0.002025715329132692,0.0011469098482915832,0.006387753298786343,-0.23708815010007317,-0.5068126405738256,28,1.1506674058953037e-06,0.0011700782305752448,0.8999727817093087,0.8999727817093087,110.0,1000.0,30.3
13:43:08/scan-003,13:43:08,3,2.47423,221.22577,200000,0.0020782729207626787,0.001158565440083869,0.006471707709505076,-0.23234557976067713,-0.5096272423887368,21,6.483978255863858e-07,0.0017078583413472862,0.8999727817093087,0.8999727817093087,110.0,1000.0,30.3
13:43:08/scan-004,13:43:08,4,2.47423,221.22577,200000,0.002099952501650939,0.0011837814231524279,0.006429021559080601,-0.23410424899754587,-0.5005600919943114,27,5.946783694916724e-07,0.0014566760945341943,0.8999727817093087,0.8999727817093087,110.0,1000.0,30.3
13:43:08/scan-005,13:43:08,5,2.47423,221.22577,200000,0.0020286755958799064,0.0011505312295755628,0.006190217271687371,-0.24183855017760406,-0.5026239556827762,15,9.099379959351274e-07,0.0009639956391589216,0.8999727817093087,0.8999727817093087,110.0,1000.0,30.3
13:43:08/scan-006,13:43:08,6,2.47423,221.22577,200000,0.0020704127581000903,0.0011638659963480475,0.00640354016235655,-0.23527251578903918,-0.5148295093241982,16,7.116859132284186e-07,0.0009744040067759475,0.9000408274360371,0.8999727817093087,110.0,1000.0,30.3
13:43:08/scan-007,13:43:08,7,2.47423,221.22577,200000,0.002090531174861385,0.0011687410178195035,0.006566871243597453,-0.2302698627290602,-0.5046961548432808,16,7.568359923196069e-07,0.0009195608186438181,0.9000408274360371,0.8999727817093087,109.0,1000.0,30.3
13:43:08/scan-008,13:43:08,8,2.47423,221.22577,200000,0.0020680454910015768,0.001175018024599189,0.006466611494847935,-0.24166683526883773,-0.5031132414170885,15,1.0399345038434817e-06,0.001254776764697032,0.9000408274360371,0.8999727817093087,110.0,1000.0,30.3
13:43:08/scan-009,13:43:08,9,2.47423,221.22577,200000,0.00205831089803493,0.00117922925568991,0.0065620506174029584,-0.23624118443892111,-0.5109948227322075,24,7.554404722732385e-07,0.001039003661471404,0.8999727817093087,0.8999727817093087,110.0,1000.0,30.3
13:43:08/scan-010,13:43:08,10,2.47423,221.22577,200000,0.0020829102410868505,0.0012057700969895348,0.006713659515301339,-0.24313235464218574,-0.5064964975002184,19,1.6741374778655545e-06,0.0013410461297869492,0.8999727817093087,0.8999727817093087,110.0,1000.0,30.3
13:43:08/scan-011,13:43:08,11,2.47423,221.22577,200000,0.0020668713497294937,0.001187666650356831,0.006252204643067191,-0.23750807814015876,-0.5130457082144203,34,5.891128482339349e-07,0.001285827493393326,0.8999727817093087,0.8999727817093087,110.0,1000.0,30.4
13:43:08/scan-012,13:43:08,12,2.47423,221.22577,200000,0.002074908941292205,0.0011652818236734233,0.006344467380506372,-0.22823091438598148,-0.4982630665037113,22,6.989828564660938e-07,0.0011998557306715698,0.8999727817093087,0.8999727817093087,110.0,1000.0,30.4
13:43:08/scan-013,13:43:08,13,2.47423,221.22577,200000,0.002059729059802372,0.0011555748721938056,0.006391672956158784,-0.24758216268813593,-0.4946220928795386,26,7.770623365818565e-07,0.0008307312121029486,0.8999727817093087,0.8999727817093087,110.0,1000.0,30.3
13:43:08/scan-014,13:43:08,14,2.47423,221.22577,200000,0.0020695679209611784,0.0011542608919387512,0.006471088734282249,-0.2396117234222153,-0.5072061426468002,17,6.465196860748562e-07,0.0010092250713095291,0.8999727817093087,0.8999727817093087,110.0,1000.0,30.3
13:43:08/scan-015,13:43:08,15,2.47423,221.22577,200000,0.002059614487586489,0.001114075903391034,0.006254073910209879,-0.24995837373818858,-0.5068451501477098,15,6.85172096818324e-07,0.0014625942213808661,0.8999727817093087,0.8999727817093087,111.0,1000.0,30.4
13:43:08/scan-016,13:43:08,16,2.47423,221.22577,200000,0.002051440116355529,0.0011532562590905726,0.0062954464660922626,-0.2534392849163087,-0.500443006935711,25,8.964611914738067e-07,0.0010502146416049548,0.9000408274360371,0.8999727817093087,111.0,1000.0,30.3
13:43:08/scan-017,13:43:08,17,2.47423,221.22577,200000,0.0020315170480154016,0.0011467562096244015,0.006442858494551481,-0.22829370204554267,-0.51019282841903,25,1.2577504410319547e-06,0.001396456847243357,0.8999727817093087,0.8999727817093087,111.0,1000.0,30.3
13:43:08/scan-018,13:43:08,18,2.47423,221.22577,200000,0.002032776887405198,0.0011518258075464605,0.00622088673799092,-0.24857697275319254,-0.49105095197896603,27,1.219519968076545e-06,0.0011670339942090099,0.8999727817093087,0.8999727817093087,111.0,1000.0,30.4
13:43:08/scan-019,13:43:08,19,2.47423,221.22577,200000,0.002034495635332723,0.0011113110926753592,0.006191913064709587,-0.2392595171599215,-0.5149710559362071,16,1.070313331545001e-06,0.0009232261762284878,0.8999727817093087,0.8999727817093087,111.0,1000.0,30.4
13:43:08/scan-020,13:43:08,20,2.47423,221.22577,200000,0.002040199831266278,0.001126455728412296,0.006238142723380873,-0.2458476292195439,-0.5014959199213775,22,8.031790820111251e-07,0.0008294678885590782,0.8999727817093087,0.8999727817093087,111.0,1000.0,30.3
13:43:08/scan-021,13:43:08,21,2.47423,221.22577,200000,0.0020346358709806734,0.0010913585661468238,0.006066468598821538,-0.23590448940166195,-0.5160884857166161,25,1.282602892369807e-06,0.0006817573852468459,0.8999727817093087,0.8999727817093087,111.0,1000.0,30.4
13:43:08/scan-022,13:43:08,22,2.47423,221.22577,200000,0.002029723571379823,0.0011366211395952412,0.006261879306728302,-0.2354127134283646,-0.5226175667628064,21,9.422602582305829e-07,0.001099344292627491,0.9000408274360371,0.8999727817093087,110.0,1000.0,30.3
13:43:08/scan-023,13:43:08,23,2.47423,221.22577,200000,0.0020089442973223876,0.0011308386203587534,0.006218636985641404,-0.23098063217984324,-0.507370222552614,23,1.544285249966876e-06,0.0010807710546322626,0.9000408274360371,0.8999727817093087,110.0,1000.0,30.4
13:43:08/scan-024,13:43:08,24,2.47423,221.22577,200000,0.0020500808687393584,0.0011411069752615406,0.006401525229284992,-0.23850152293036359,-0.5078182033296701,20,7.619089158286178e-07,0.0013474920948145337,0.8999727817093087,0.8999727817093087,111.0,1000.0,30.4
13:43:08/scan-025,13:43:08,25,2.47423,221.22577,200000,0.0020198828292910262,0.0010992985744188223,0.006112066864388886,-0.23568184532248662,-0.49806623192718397,11,6.750537602721507e-07,0.0014537145145142654,0.8999727817093087,0.8999727817093087,111.0,1000.0,30.3
13:43:08/scan-026,13:43:08,26,2.47423,221.22577,200000,0.002028278647950488,0.001128099772033531,0.00646494660861013,-0.24349124147450188,-0.5090970815007473,28,1.1922559729138115e-06,0.0013940110990462295,0.8999727817093087,0.8999727817093087,111.0,1000.0,30.3
13:43:08/scan-027,13:43:08,27,2.47423,221.22577,200000,0.002068895873911799,0.0010841405019788803,0.0060428306327460395,-0.23633415349779432,-0.5049222865732493,17,1.029346856422486e-06,0.0009264265546608972,0.8999727817093087,0.8999727817093087,111.0,1000.0,30.3
13:43:08/scan-028,13:43:08,28,2.47423,221.22577,200000,0.002043752596320916,0.0011138853612939262,0.0061008259447009475,-0.248445742224687,-0.4968163591628763,19,8.456334203076786e-07,0.0012966093933574124,0.8999727817093087,0.8999727817093087,111.0,1000.0,30.3
13:43:08/scan-029,13:43:08,29,2.47423,221.22577,200000,0.002018530545487358,0.0011011479813331443,0.0062394113778761464,-0.2475473960093964,-0.5245179021840235,14,6.437921541600299e-07,0.0009093124972988065,0.8999727817093087,0.8999727817093087,111.0,1000.0,30.3
