model,target,rmse,mae,r2
InceptionNestedNoAug,13CO2,0.329751208328451,0.281448632478714,0.8401416540145874
InceptionNestedNoAug,12CO2,29.80135548216253,25.14432144165039,0.8366786241531372
InceptionNestedAug,13CO2,0.26477657186300757,0.2080572098493576,0.8969325423240662
InceptionNestedAug,12CO2,24.45858565226892,19.9200439453125,0.8899896144866943
