model,target,rmse,mae,r2
RidgeNestedFull,13CO2,0.1779083896601993,0.12761439766202654,0.953467619218474
RidgeNestedFull,12CO2,15.907127138997788,11.410237285069057,0.953467693686578
RidgeNestedCompact,13CO2,0.1483098369210308,0.10416603301252637,0.9676628061047505
RidgeNestedCompact,12CO2,13.260648424896175,9.313658360072544,0.967662935292614
PLSNestedFull,13CO2,0.18336945599149637,0.1295681220704093,0.9505670635963035
PLSNestedFull,12CO2,16.395419155777855,11.584932562350078,0.9505670962730169
PLSNestedCompact,13CO2,0.15184332929627775,0.11000611998044692,0.9661035785414364
PLSNestedCompact,12CO2,13.576599960983712,9.835848886410496,0.9661036358245754
